source_id,model_id,column_id,team_id,column_category,conclusion_certainty,conclusion_direction,source_label
euc,Birchip-1-1-1,NativePerennialGrass_cover,Birchip,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Birdwoo-1-1-1,Property,Birdwoo,location,qualified,none,eucalpytus (teams = 66)
euc,Birdwoo-1-1-1,Quadrat no,Birdwoo,id,qualified,none,eucalpytus (teams = 66)
euc,Birdwoo-1-1-1,ExoticAnnualGrass_cover,Birdwoo,grass,qualified,none,eucalpytus (teams = 66)
euc,Birdwoo-1-1-1,ExoticPerennialHerb_cover,Birdwoo,non_grass_understory,qualified,none,eucalpytus (teams = 66)
euc,Birdwoo-1-1-1,ExoticPerennialGrass_cover,Birdwoo,grass,qualified,none,eucalpytus (teams = 66)
euc,Birdwoo-1-1-1,NativePerennialGrass_cover,Birdwoo,grass,qualified,none,eucalpytus (teams = 66)
euc,Birdwoo-1-1-1,Euc_canopy_cover,Birdwoo,propagule_pressure,qualified,none,eucalpytus (teams = 66)
euc,Birdwoo-1-1-1,Distance_to_Eucalypt_canopy(m),Birdwoo,propagule_pressure,qualified,none,eucalpytus (teams = 66)
euc,Birdwoo-1-1-1,SRad_Jan,Birdwoo,sunlight,qualified,none,eucalpytus (teams = 66)
euc,Blayney-1-1-1,Season,Blayney,timing,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,Property,Blayney,location,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,Aspect,Blayney,location,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,ExoticAnnualGrass_cover,Blayney,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,ExoticAnnualHerb_cover,Blayney,non_grass_understory,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,ExoticPerennialHerb_cover,Blayney,non_grass_understory,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,ExoticPerennialGrass_cover,Blayney,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,ExoticShrub_cover,Blayney,shrub,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,NativePerennialFern_cover,Blayney,non_grass_understory,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,NativePerennialGrass_cover,Blayney,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,NativePerennialHerb_cover,Blayney,non_grass_understory,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,NativePerennialGraminoid_cover,Blayney,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,NativeShrub_cover,Blayney,shrub,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,Euc_canopy_cover,Blayney,propagule_pressure,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,Distance_to_Eucalypt_canopy(m),Blayney,propagule_pressure,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,euc_sdlgs0_50cm,Blayney,seedings,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,euc_sdlgs50cm-2m,Blayney,seedings,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,euc_sdlgs>2m,Blayney,seedings,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,annual_precipitation,Blayney,water_availability,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,MrVBF,Blayney,location,conclusive,negative,eucalpytus (teams = 66)
euc,Blayney-1-1-1,SRad_Jan,Blayney,sunlight,conclusive,negative,eucalpytus (teams = 66)
euc,Bodalla-1-1-1,Property,Bodalla,location,qualified,none,eucalpytus (teams = 66)
euc,Bodalla-1-1-1,ExoticAnnualGrass_cover,Bodalla,grass,qualified,none,eucalpytus (teams = 66)
euc,Bodalla-1-1-1,ExoticPerennialGrass_cover,Bodalla,grass,qualified,none,eucalpytus (teams = 66)
euc,Bodalla-1-1-1,NativePerennialGrass_cover,Bodalla,grass,qualified,none,eucalpytus (teams = 66)
euc,Bombala-1-1-1,Season,Bombala,timing,conclusive,negative,eucalpytus (teams = 66)
euc,Bombala-1-1-1,Property,Bombala,location,conclusive,negative,eucalpytus (teams = 66)
euc,Bombala-1-1-1,Quadrat no,Bombala,id,conclusive,negative,eucalpytus (teams = 66)
euc,Bombala-1-1-1,ExoticPerennialGrass_cover,Bombala,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Bombala-1-1-1,size_class,Bombala,seedings,conclusive,negative,eucalpytus (teams = 66)
euc,Bonalbo-1-1-1,Season,Bonalbo,timing,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-1-1-1,Property,Bonalbo,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-1-1-1,Easting,Bonalbo,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-1-1-1,Northing,Bonalbo,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-1-1-1,Distance_to_Eucalypt_canopy(m),Bonalbo,propagule_pressure,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-1-1-1,SRad_Jul,Bonalbo,sunlight,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-1-1-1,all_grass,Bonalbo,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-2-2-1,Season,Bonalbo,timing,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-2-2-1,Property,Bonalbo,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-2-2-1,Easting,Bonalbo,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-2-2-1,Northing,Bonalbo,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-2-2-1,Distance_to_Eucalypt_canopy(m),Bonalbo,propagule_pressure,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-2-2-1,euc_sdlgs0_50cm,Bonalbo,seedings,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-2-2-1,SRad_Jul,Bonalbo,sunlight,conclusive,mixed,eucalpytus (teams = 66)
euc,Bonalbo-2-2-1,all_grass,Bonalbo,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Boorowa-1-3-1,Season,Boorowa,timing,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-3-1,Property,Boorowa,location,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-3-1,ExoticAnnualGrass_cover,Boorowa,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-3-1,ExoticPerennialGrass_cover,Boorowa,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-3-1,NativePerennialGrass_cover,Boorowa,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-3-1,annual_precipitation,Boorowa,water_availability,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-3-1,SRad_Jul,Boorowa,sunlight,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-1-1,Season,Boorowa,timing,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-1-1,Property,Boorowa,location,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-1-1,ExoticAnnualGrass_cover,Boorowa,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-1-1,ExoticPerennialGrass_cover,Boorowa,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-1-1,NativePerennialGrass_cover,Boorowa,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-1-1,annual_precipitation,Boorowa,water_availability,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-1-1,SRad_Jul,Boorowa,sunlight,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-2-1,Season,Boorowa,timing,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-2-1,Property,Boorowa,location,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-2-1,ExoticAnnualGrass_cover,Boorowa,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-2-1,ExoticPerennialGrass_cover,Boorowa,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-2-1,NativePerennialGrass_cover,Boorowa,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Boorowa-1-2-1,annual_precipitation,Boorowa,water_availability,conclusive,negative,eucalpytus (teams = 66)
euc,Brookto-1-1-1,Season,Brookto,timing,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,Property,Brookto,location,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,ExoticAnnualGrass_cover,Brookto,grass,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,ExoticAnnualHerb_cover,Brookto,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,ExoticPerennialHerb_cover,Brookto,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,ExoticPerennialGrass_cover,Brookto,grass,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,ExoticShrub_cover,Brookto,shrub,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,NativePerennialFern_cover,Brookto,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,NativePerennialGrass_cover,Brookto,grass,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,NativePerennialHerb_cover,Brookto,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,NativePerennialGraminoid_cover,Brookto,grass,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,NativeShrub_cover,Brookto,shrub,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,BareGround_cover,Brookto,non_veg_groundlayer,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,Litter_cover,Brookto,non_veg_groundlayer,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,MossLichen_cover,Brookto,non_grass_understory,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,Rock_cover,Brookto,non_veg_groundlayer,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,Euc_canopy_cover,Brookto,propagule_pressure,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,Distance_to_Eucalypt_canopy(m),Brookto,propagule_pressure,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,euc_sdlgs0_50cm,Brookto,seedings,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,euc_sdlgs50cm-2m,Brookto,seedings,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,euc_sdlgs>2m,Brookto,seedings,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,PET,Brookto,water_availability,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,K_perc,Brookto,nutrients,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,Th_ppm,Brookto,nutrients,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,U_ppm,Brookto,nutrients,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,all_grass,Brookto,grass,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,soilPC1,Brookto,nutrients,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,coverPC1,Brookto,understory,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,coverPC2,Brookto,understory,conclusive,none,eucalpytus (teams = 66)
euc,Brookto-1-1-1,coverPC3,Brookto,understory,conclusive,none,eucalpytus (teams = 66)
euc,Broulee-1-1-1,Season,Broulee,timing,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,Property,Broulee,location,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,Landscape position,Broulee,location,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,ExoticAnnualGrass_cover,Broulee,grass,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,ExoticPerennialGrass_cover,Broulee,grass,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,NativePerennialGrass_cover,Broulee,grass,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,Litter_cover,Broulee,non_veg_groundlayer,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,Distance_to_Eucalypt_canopy(m),Broulee,propagule_pressure,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,euc_sdlgs0_50cm,Broulee,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,annual_precipitation,Broulee,water_availability,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,K_perc,Broulee,nutrients,qualified,negative,eucalpytus (teams = 66)
euc,Broulee-1-1-1,SRad_Jul,Broulee,sunlight,qualified,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,Date,Buderim,timing,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,Easting,Buderim,location,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,Northing,Buderim,location,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,ExoticAnnualGrass_cover,Buderim,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,ExoticAnnualHerb_cover,Buderim,non_grass_understory,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,ExoticPerennialHerb_cover,Buderim,non_grass_understory,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,ExoticPerennialGrass_cover,Buderim,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,ExoticShrub_cover,Buderim,shrub,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,NativePerennialFern_cover,Buderim,non_grass_understory,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,NativePerennialGrass_cover,Buderim,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,NativePerennialHerb_cover,Buderim,non_grass_understory,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,NativePerennialGraminoid_cover,Buderim,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,NativeShrub_cover,Buderim,shrub,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,Distance_to_Eucalypt_canopy(m),Buderim,propagule_pressure,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,euc_sdlgs0_50cm,Buderim,seedings,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,euc_sdlgs50cm-2m,Buderim,seedings,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,euc_sdlgs>2m,Buderim,seedings,conclusive,negative,eucalpytus (teams = 66)
euc,Buderim-1-1-1,PET,Buderim,water_availability,conclusive,negative,eucalpytus (teams = 66)
euc,Candelo-4-4-1,Property,Candelo,location,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-4-4-1,Quadrat no,Candelo,id,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-4-4-1,euc_sdlgs0_50cm,Candelo,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-4-4-1,euc_sdlgs50cm-2m,Candelo,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-4-4-1,euc_sdlgs>2m,Candelo,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-3-3-1,Distance_to_Eucalypt_canopy(m),Candelo,propagule_pressure,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-3-3-1,all_grass,Candelo,grass,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-1-1-1,Property,Candelo,location,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-1-1-1,Quadrat no,Candelo,id,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-1-1-1,Distance_to_Eucalypt_canopy(m),Candelo,propagule_pressure,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-1-1-1,euc_sdlgs0_50cm,Candelo,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-2-2-1,Property,Candelo,location,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-2-2-1,Quadrat no,Candelo,id,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-2-2-1,Distance_to_Eucalypt_canopy(m),Candelo,propagule_pressure,qualified,negative,eucalpytus (teams = 66)
euc,Candelo-2-2-1,euc_sdlgs50cm-2m,Candelo,seedings,qualified,negative,eucalpytus (teams = 66)
euc,Carcoar-1-1-1,Season,Carcoar,timing,conclusive,none,eucalpytus (teams = 66)
euc,Carcoar-1-1-1,Property,Carcoar,location,conclusive,none,eucalpytus (teams = 66)
euc,Carcoar-1-1-1,ExoticAnnualGrass_cover,Carcoar,grass,conclusive,none,eucalpytus (teams = 66)
euc,Carcoar-1-1-1,Distance_to_Eucalypt_canopy(m),Carcoar,propagule_pressure,conclusive,none,eucalpytus (teams = 66)
euc,Carcoar-1-1-1,all_perennial_grass,Carcoar,grass,conclusive,none,eucalpytus (teams = 66)
euc,Carnama-1-1-1,SurveyID,Carnama,id,conclusive,mixed,eucalpytus (teams = 66)
euc,Carnama-1-1-1,Season,Carnama,timing,conclusive,mixed,eucalpytus (teams = 66)
euc,Carnama-1-1-1,Property,Carnama,location,conclusive,mixed,eucalpytus (teams = 66)
euc,Carnama-1-1-1,ExoticAnnualGrass_cover,Carnama,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Carnama-1-1-1,ExoticPerennialGrass_cover,Carnama,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Carnama-1-1-1,NativePerennialGrass_cover,Carnama,grass,conclusive,mixed,eucalpytus (teams = 66)
euc,Chewton-1-1-1,Property,Chewton,location,conclusive,positive,eucalpytus (teams = 66)
euc,Chewton-1-1-1,Aspect,Chewton,location,conclusive,positive,eucalpytus (teams = 66)
euc,Chewton-1-1-1,MossLichen_cover,Chewton,non_grass_understory,conclusive,positive,eucalpytus (teams = 66)
euc,Chewton-1-1-1,Euc_canopy_cover,Chewton,propagule_pressure,conclusive,positive,eucalpytus (teams = 66)
euc,Chewton-1-1-1,all_grass,Chewton,grass,conclusive,positive,eucalpytus (teams = 66)
euc,Aberdeen-1-1-1,Date,Aberdeen,timing,qualified,positive,eucalpytus (teams = 66)
euc,Aberdeen-1-1-1,Property,Aberdeen,location,qualified,positive,eucalpytus (teams = 66)
euc,Aberdeen-1-1-1,Quadrat no,Aberdeen,id,qualified,positive,eucalpytus (teams = 66)
euc,Aberdeen-1-1-1,Distance_to_Eucalypt_canopy(m),Aberdeen,propagule_pressure,qualified,positive,eucalpytus (teams = 66)
euc,Aberdeen-1-1-1,PET,Aberdeen,water_availability,qualified,positive,eucalpytus (teams = 66)
euc,Aberdeen-1-1-1,all_grass,Aberdeen,grass,qualified,positive,eucalpytus (teams = 66)
euc,Aberdeen-1-1-1,growing_space,Aberdeen,non_veg_groundlayer,qualified,positive,eucalpytus (teams = 66)
euc,Andamook-3-3-1,Property,Andamook,location,conclusive,negative,eucalpytus (teams = 66)
euc,Andamook-3-3-1,all_grass,Andamook,grass,conclusive,negative,eucalpytus (teams = 66)
euc,Andamook-1-1-1,Property,Andamook,location,conclusive,negative,eucalpytus (teams = 66)
