Bell,Bell-1-1-1,"Specifically, tarsus length was negatively influenced by brood size increases, and positively related to brood size decreases. The net change in brood size was also negatively related to tarsus length, indicating that broods with larger increases in the number of nestlings also had smaller nestlings.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_12cozGev3IOOBG2,NA,3720,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Date_of_day14,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bell,Bell-1-1-2,"Specifically, tarsus length was negatively influenced by brood size increases, and positively related to brood size decreases. The net change in brood size was also negatively related to tarsus length, indicating that broods with larger increases in the number of nestlings also had smaller nestlings.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_12cozGev3IOOBG2,NA,3720,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Date_of_day14,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bell,Bell-1-1-3,"Specifically, tarsus length was negatively influenced by brood size increases, and positively related to brood size decreases. The net change in brood size was also negatively related to tarsus length, indicating that broods with larger increases in the number of nestlings also had smaller nestlings.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_12cozGev3IOOBG2,NA,3720,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Date_of_day14,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bell,Bell-2-2-1,"Specifically, tarsus length was negatively influenced by brood size increases, and positively related to brood size decreases. The net change in brood size was also negatively related to tarsus length, indicating that broods with larger increases in the number of nestlings also had smaller nestlings.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_12cozGev3IOOBG2,net_rearing_manipulation,3720,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,net_rearing_manipulation,NA,NA,NA,Date_of_day14,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bell,Bell-5-5-1,"Body mass showed similar relationships. Body mass was lower in broods with increased size, and was negatively related to the net change in brood size.  Additionally, body mass was negatively related to the brood size at day 14 when mass was measured.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_12cozGev3IOOBG2,NA,3720,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Date_of_day14,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bell,Bell-5-5-2,"Body mass showed similar relationships. Body mass was lower in broods with increased size, and was negatively related to the net change in brood size.  Additionally, body mass was negatively related to the brood size at day 14 when mass was measured.",neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_12cozGev3IOOBG2,NA,3720,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,hatch_nest_LD,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Date_of_day14,NA,NA,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berr,Berr-1-1-1,"Nestling weight at 14 days of age, on average, is negatively affected when additional competitors are added to the nest (by 0.37g per added nestling), but there is no beneficial effect of reducing a brood size.",neg_q,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1CC5PPCXcQPgu42,net_rearing_manipulation,3635,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,home_or_away,NA,NA,NA,NA,NA,NA,net_rearing_manipulation,NA,NA,NA,Date_of_day14,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brim,Brim-1-1-1,"The more offspring there are within a nest, the more competition for food exists, and therefore the greater the difference in sizes between birds within the nest box. Standard deviation and range both increase significantly as number of nestlings increases.",neg_c,identity,identity,blue tit,0,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1d0uRf5iNWOLD8M,NA,497,0,linear,standard,hatch_year,NA,NA,hatch_Box,NA,NA,NA,NA,NA,NA,NA,NA,NA,d14_hatch_nest_brood_size,NA,rear_area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day_14_tarsus_length,day_14_weight,day14_measurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bruc,Bruc-1-1-1,"From my analysis, it appears that sibling competition affect growth  of nestling blue tits a scaled body mass decreased with increasing brood size. However, it not the only factor that influence growth as the date at which the individuals were measured influenced body mass with lower body mass later in the breeding season compare to the beginning. This relationship differed between years. It suggests that environmental conditions likely through their impact on food resources also influenced growth.",neg_q,log,log,blue tit,1,constructed variable (combining information from two or more original variables),I calculated scaled body mass based on body mass (day_14_weight) and tarsus length (day_14_tarsus_length) to have an estimate of chicksâ€™ body mass independently of body size following the method of Peig and Green (2009).,SMI,R_1dzfML4yheLxG0D,rear_Cs_at_start_of_rearing,3315,0,generalised,standard,hatch_year,hatch_nest_breed_ID,hatch_Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,NA,NA,NA,NA,net_rearing_manipulation,rear_Cs_at_start_of_rearing,d14_rear_nest_brood_size,NA,Date_of_day14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burr,Burr-1-1-2,Tarsus length also decreased somewhat with increasing clutch size,neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,hatch_year,NA,NA,NA,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),NA,NA,NA,d0_hatch_nest_brood_size,NA,NA,rear_area,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burr,Burr-1-1-1,Tarsus length also decreased somewhat with increasing clutch size,neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_R.E,NA,0,linear,standard,hatch_year,NA,NA,NA,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),NA,NA,NA,d0_hatch_nest_brood_size,NA,NA,rear_area,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burr,Burr-2-2-2,Weight also decreased with increasing clutch size (Figure 2C) and with laying date,neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,hatch_year,NA,hatch_Area,NA,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,NA,NA,d0_hatch_nest_brood_size,NA,NA,rear_area,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burr,Burr-2-2-1,Weight also decreased with increasing clutch size (Figure 2C) and with laying date,neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1E099fIoICERZIZ,rear_nest_trt_R.E,NA,0,linear,standard,hatch_year,NA,hatch_Area,NA,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,NA,NA,d0_hatch_nest_brood_size,NA,NA,rear_area,NA,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byng,Byng-1-1-1,"Data from this experiment show that experimentally increasing or reducing brood size by approximately one quarter by moving chicks between nests caused higher mortality in increased broods to about 18%, compared to about 7% in decreased broods. Surviving chicks on day 14 in increased broods had lower body weight by about 1 g and shorter tarsometatarsal bones by about 0.4 mm compared to those in decreased broods. This shows that competition with siblings can have large effects on growth of nestling blue tits.",neg_c,logit,logit,blue tit,1,constructed variable (combining information from two or more original variables),Mortality was defined as the number of chicks at start of rearing (variable rear_Cs_at_start_of_rearing) minus the number of fledged chicks (variable number_chicks_fledged_from_rear_nest) out of the number of chicks at start of rearing.,NA,R_1E6WYqro4x6Nnz8,NA,NA,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,number_chicks_fledged_from_rear_nest,NA,day_14_tarsus_length,day_14_weight,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cape,Cape-1-1-1,NA,neg_c,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1eXlFKlQdiD2F59,rear_Cs_at_start_of_rearing,2626,0,linear,standard,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,rear_Box,NA,NA,NA,home_or_away,rear_nest_LD,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cape,Cape-2-2-1,NA,NA,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1eXlFKlQdiD2F59,rear_Cs_at_start_of_rearing,NA,0,linear,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clar,Clar-2-2-1,"For both measures of chick size, the magnitude of difference between the two treatments significantly improved models of the difference in chick size (tarsus length: Î§2 = 7.5, df = 1, p-value = 0.006; weight: Î§2 = 13.2, df = 1, p-value < 0.001). Also, in line with the expectation that manipulations that do not change the number of siblings will not affect chick size, the addition of a non-zero y-intercept did not improve model fits (tarsus length: Î§2 = 0.81, df = 1, p-value = 0.37; weight: Î§2 = 0.05, df = 1, p-value =0.82). According to the final models, for every additional sibling in a nest, chicks had 0.04 mm (SE = 0.015 mm) shorter tarsi and were 0.14 g (SE = 0.034 g) lighter (Table 1, Figure 1).",neg_c,identity,identity,blue tit,1,constructed variable (combining information from two or more original variables),"This variable was constructed by pairing groups of individuals with different treatments (rear_nest_trt) based on several variables, finding the mean day_14_tarsus_length for each group, and taking the difference between those means. The groups were made by pairing individuals with the same mother (hatch_nest_breed_ID), father  (genetic_dad_ring_(WP_or_EP)), sex (chick_sex_molec), rear nest area (rear_area), and person who measured them (day14_measurer).   Note:  Because I modelled differences between groups of individuals that I paired (change in weight/size for every additional sibling), I cannot make predictions for the new data provided (single individuals that cannot be paired in the same manner)",day_14_tarsus_length_group_deviation,R_1f9Lv1lWGLjMFk8,net_rearing_manipulation,76,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,net_rearing_manipulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clar,Clar-1-1-1,"For both measures of chick size, the magnitude of difference between the two treatments significantly improved models of the difference in chick size (tarsus length: Î§2 = 7.5, df = 1, p-value = 0.006; weight: Î§2 = 13.2, df = 1, p-value < 0.001). Also, in line with the expectation that manipulations that do not change the number of siblings will not affect chick size, the addition of a non-zero y-intercept did not improve model fits (tarsus length: Î§2 = 0.81, df = 1, p-value = 0.37; weight: Î§2 = 0.05, df = 1, p-value =0.82). According to the final models, for every additional sibling in a nest, chicks had 0.04 mm (SE = 0.015 mm) shorter tarsi and were 0.14 g (SE = 0.034 g) lighter (Table 1, Figure 1).",neg_c,identity,identity,blue tit,1,constructed variable (combining information from two or more original variables),"This variable was constructed by pairing groups of individuals with different treatments (rear_nest_trt) based on several variables, finding the mean day_14_weight for each group, and taking the difference between those means. The groups were made by pairing individuals with the same mother (hatch_nest_breed_ID), father  (genetic_dad_ring_(WP_or_EP)), sex (chick_sex_molec), rear nest area (rear_area), and person who measured them (day14_measurer).   Note:  Because I modelled differences between groups of individuals that I paired (change in weight/size for every additional sibling), I cannot make predictions for the new data provided (single individuals that cannot be paired in the same manner)",day_14_weight_group_deviation,R_1f9Lv1lWGLjMFk8,net_rearing_manipulation,76,0,linear,standard,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,net_rearing_manipulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clev,Clev-1-1-1,"Enlarging broods led to worse outcomes both for individual nestlings and for reproductive success of parents. 
Nestlings in enlarged broods tended to be smaller in mass and skeletal size (tarsus length). Mass and tarsus length were both significantly negatively associated with brood size. Parents of enlarged broods also fledged a smaller proportion of their broods compared to controls. On the other hand, nestlings in reduced  broods were not larger compared to controls, although they did seem more likely to survive to the next year, suggesting that they did receive more or better care from their parents. Parents of enlarged broods seemed unable or unwilling to increase care, which likely resulted in poorer quality nestlings and lower fledging success. 

The variance in quality among nestlings in the enlarged brood was likewise larger compared to controls, consistent with the hypothesis that parents of enlarged broods struggled to care for all nestlings equally. It is difficult to determine, however, whether these results demonstrate that nestlings are competing within the brood. Although having more siblings tended to reduce a nestling's condition and likelihood of fledging, that does not necessarily
mean that nestlings were directly competing with one another. Parents may have limited their investment in enlarged broods according to their own condition and/or opportunuties for future reproduction, leading to poorer quality broods, independent of interactions between individual nestmates. However, the fact that variance in quality was higher in reduced broods is consistent with the hypothesis that some nestlings in enlarged broods were still managing to grow and develop at the expense of their nestmates. 

Provisioning and begging data could help identify whether parents are feeding nestlings according to need or according to which nestling signals most vigorously. If parents feed the biggest and most active nestlings disproportionately, 
that would be a strong indication that dominant nestlings can outcompete siblings for food. 
",neg_q,identity,identity,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1ff6slHNcrTJ2JS,rear_Cs_at_start_of_rearing,1764,0,linear,standard,hatch_year,NA,NA,NA,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,NA,home_or_away,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alban,Alban-4-4-1,"Higher level of sibling competition, as in enlarged broods, reduced nestling body mass and tarsus length before fledging and also reduced fledging success.Nestling pre-fledging body mass in turn predicted the probability of recruitment in the next breeding season.",neg_c,logit,logit,blue tit,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,NA,R_1GEw0p99dpeSW3E,rear_Cs_at_start_of_rearing,NA,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Date_of_day14,NA,day_14_weight,NA,NA,chick_survival_to_first_breed_season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
